product_title,product_url,product_id,product_rating,product_reviews,current_price,reduction_percentage,old_price,store_rating,store_reviews
"Autocollant QR code, scannez-moi, étiquette du produit, étiquette pour petite entreprise, fournitures, emballage, livraisons, autocollants postaux et emballages, étiquette thermique personnalisée",https://www.etsy.com/fr/listing/1871350803/autocollant-qr-code-scannez-moi,1871350803,5,25,2.1,30,3.01,4.8889,348
"Stickers Muraux Avions, Stickers muraux aquarelle sans plastique pour chambre d'enfants",https://www.etsy.com/fr/listing/1090288199/stickers-muraux-avions-stickers-muraux,1090288199,0,11,32,0,0,4.9314,4900
"1000 pièces d'étiquettes en vinyle personnalisées de 1,5 po. | Étiquettes personnalisées en vrac | Autocollants avec logo | Autocollants pour café | Étiquettes autocollantes pour gobelets",https://www.etsy.com/fr/listing/1465355106/1000-pieces-detiquettes-en-vinyle,1465355106,5,53,45.08,0,0,4.9037,640
Sticker Bonbons Dents,https://www.etsy.com/fr/listing/1760739316/sticker-bonbons-dents,1760739316,5,58,2.82,30,4.03,4.9894,31800
"Pack d'autocollants de voyage : petits autocollants en vinyle imperméables pour ordinateur portable, téléphone et bouteille d'eau",https://www.etsy.com/fr/listing/1314517177/pack-dautocollants-de-voyage-petits,1314517177,5,5,9.25,0,0,4.9677,455
"Sticker imperméable mignon petits oursons en bonbon, Stickers santé mentale, cadeaux amour de soi, oeuvre d'art dessinée à la main, cadeaux meilleur ami, positivité",https://www.etsy.com/fr/listing/1724934795/sticker-impermeable-mignon-petits,1724934795,5,7,3.43,30,4.9,4.8809,15800
Vélo course piste voiture vélo kart moto casque personnalisé nom personnalisé équipe drapeau autocollants décalcomanies laminé,https://www.etsy.com/fr/listing/1210416389/velo-course-piste-voiture-velo-kart-moto,1210416389,4.9,65,10.63,25,14.17,4.7135,504
"Étiquette autocollante en vinyle imperméable de haute qualité pour pâte à tartiner au chocolat personnalisée - Saint-Valentin, anniversaire, Noël - Cadeau personnalisé",https://www.etsy.com/fr/listing/1864653882/etiquette-autocollante-en-vinyle,1864653882,4.9,50,1.19,40,1.99,4.7302,368
Stickers vinyles calligraphie manuscrite : stickers prénoms personnalisés,https://www.etsy.com/fr/listing/1145019719/stickers-vinyles-calligraphie-manuscrite,1145019719,4.9,0,1.36,20,1.71,4.8203,19700
Marché de Noël - stickers | Stickers Hygge pour agenda des fêtes,https://www.etsy.com/fr/listing/1811181598/marche-de-noel-stickers-o-stickers-hygge,1811181598,5,11,3.69,0,0,4.9913,4000
Set de 15 stickers holographiques Baleines,https://www.etsy.com/fr/listing/1149843578/set-de-15-stickers-holographiques,1149843578,5,7,4.6,0,0,4.9837,1400
STICKERS - Pas De Pub SVP,https://www.etsy.com/fr/listing/1589748746/stickers-pas-de-pub-svp,1589748746,5,9,2.75,0,0,5,181
Stickers Premium pour Great Western Trail : Nouvelle-Zélande,https://www.etsy.com/fr/listing/4318896543/stickers-premium-pour-great-western,4318896543,5,1,13.9,0,0,4.9545,198
"Bébé à bord, Autocollants voiture, Enfants à bord, Stickers adhésif autocollant bébé à bord garçon mixte lapin montgolfière",https://www.etsy.com/fr/listing/1096112652/bebe-a-bord-autocollants-voiture-enfants,1096112652,5,15,6.5,0,0,4.9425,168
Stickers couverture de carte ATEEZ | Fait par des fans | GHP3 Lemon Drop In Your Fantasy | Hongjoong Seonghwa Yunho Yeosang San Mingi Wooyoung Jongho | Personnalisé,https://www.etsy.com/fr/listing/4342635239/stickers-couverture-de-carte-ateez-o,4342635239,5,30,5.82,0,0,4.9794,99
"Stickers imperméables voyage planètes Star Trek, Stickers Star Trek, Stickers Parc National, Sticker Vulcain, Cadeau Star Trek, Cadeau Star Trek Geek",https://www.etsy.com/fr/listing/4399907556/stickers-impermeables-voyage-planetes,4399907556,5,7,3.92,10,4.36,4.9477,19800
"Lot de 5 feuilles d'autocollants floraux, ensemble d'autocollants floraux aquarelles, autocollants pour travaux manuels de journal de l'agenda",https://www.etsy.com/fr/listing/1898338551/lot-de-5-feuilles-dautocollants-floraux,1898338551,4.6,5,8.99,0,0,4.9663,280
Sacs surprises pour échantillons,https://www.etsy.com/fr/listing/1401380602/sacs-surprises-pour-echantillons,1401380602,5,19,5.02,0,0,4.9629,2400
Set de 15 stickers holographiques Papillons,https://www.etsy.com/fr/listing/1149863442/set-de-15-stickers-holographiques,1149863442,5,13,4.6,0,0,4.9837,1400
"Custom Pet Sticker | Personalized Face or Pet Photo Sticker, Dog Cat Portrait Decal, Waterproof Vinyl, Gift for Pet Lovers",https://www.etsy.com/fr/listing/1259769586/custom-pet-sticker-personalized-face-or,1259769586,5,44,3,0,0,4.9844,899
